country,year,parity,mean_age_at_birth,n
Guinea,2012,12,39.68028014212833,17
Guinea,2012,13,39.40564565800903,4
Guinea,2012,14,38.5,1
Guinea,2018,1,19.533531414516922,7802
Guinea,2018,2,22.676396033554845,6356
Guinea,2018,3,25.481635736177115,5002
Guinea,2018,4,27.975340996609635,3648
Guinea,2018,5,30.3978253526515,2506
Guinea,2018,6,32.4097703291988,1603
Guinea,2018,7,34.186195300288375,960
Guinea,2018,8,36.07389796689177,544
Guinea,2018,9,37.11519575186116,266
Guinea,2018,10,38.40246147167461,127
Guinea,2018,11,38.45102978002124,43
Guinea,2018,12,39.40064286232401,19
Guinea,2018,13,40.49163566430904,9
Guinea,2018,14,44.21065349592677,2
Cote d'Ivoire,1994,1,18.523002706587018,6108
Cote d'Ivoire,1994,2,21.28737965004515,4828
Cote d'Ivoire,1994,3,23.739019766116957,3873
Cote d'Ivoire,1994,4,26.04502676532431,3065
Cote d'Ivoire,1994,5,28.325082614610636,2298
Cote d'Ivoire,1994,6,30.417144090526328,1661
Cote d'Ivoire,1994,7,32.39880026360788,1195
Cote d'Ivoire,1994,8,34.08480860033378,793
Cote d'Ivoire,1994,9,35.659353468120685,498
Cote d'Ivoire,1994,10,36.81217771189995,287
Cote d'Ivoire,1994,11,37.47690038874506,146
Cote d'Ivoire,1994,12,38.73864166958316,73
Cote d'Ivoire,1994,13,38.58427425975363,28
Cote d'Ivoire,1994,14,38.83373548755672,13
Cote d'Ivoire,1994,15,39.32637350296258,4
Cote d'Ivoire,1998,1,18.681896140230876,2048
Cote d'Ivoire,1998,2,21.555912157179915,1523
Cote d'Ivoire,1998,3,24.09756866365127,1175
Cote d'Ivoire,1998,4,26.51042541381459,893
Cote d'Ivoire,1998,5,28.694162968576133,676
Cote d'Ivoire,1998,6,30.75772890206996,483
Cote d'Ivoire,1998,7,33.044571585726764,333
Cote d'Ivoire,1998,8,34.848711561448205,214
Cote d'Ivoire,1998,9,36.537280554726955,128
Cote d'Ivoire,1998,10,37.9975441138406,60
Cote d'Ivoire,1998,11,39.36833419154497,29
Cote d'Ivoire,1998,12,38.43565338275038,9
Cote d'Ivoire,1998,13,40.129081759228725,3
Cote d'Ivoire,1998,14,40.5,1
Cote d'Ivoire,2011,1,19.217635013350403,7498
Cote d'Ivoire,2011,2,22.18864938706744,5905
Cote d'Ivoire,2011,3,24.72203734018614,4522
Cote d'Ivoire,2011,4,27.007549542538854,3410
Cote d'Ivoire,2011,5,29.348553425677647,2489
Cote d'Ivoire,2011,6,31.43957454649748,1719
Cote d'Ivoire,2011,7,33.468216215890344,1132
Cote d'Ivoire,2011,8,35.125975493577926,736
Cote d'Ivoire,2011,9,36.84886498350598,434
